a,a,743227,
az,az,264701,
és,és,237641,
A,a,149654,
hogy,hogy,146462,
is,is,127759,
nem,nem,108558,
egy,egy,77218,
Az,az,50243,
meg,meg,45725,
de,de,38071,
vagy,vagy,37923,
csak,csak,34151,
volt,van,32687,
már,már,32156,
van,van,31147,
ha,ha,29921,
még,még,27896,
kell,kell,27485,
el,el,26428,
azt,az,24874,
mint,mint,24716,
ez,ez,24604,
minden,minden,19481,
sem,sem,19256,
ki,ki,19173,
olyan,olyan,18251,
mert,mert,18063,
lehet,van__lesz,17413,
akkor,az,17230,
így,így,16813,
pedig,pedig,16145,
Ha,ha,14693,
majd,majd,14652,
ami,ami,14202,
úgy,úgy,13990,
nagyon,nagyon,13519,
ezt,ez,13423,
s,s,13415,
után,után,13410,
aki,aki,13172,
nagy,nagy,13158,
Ez,ez,13050,
fel,fel,12894,
jó,jó,12811,
több,sok,12577,
szerint,szerint,12424,
Nem,nem,12133,
be,be,11641,
két,két,11591,
új,új,10959,
amit,ami,10796,
lesz,lesz,10635,
első,első,10548,
hanem,hanem,10420,
között,között,10126,
amely,amely,9800,
arra,az,9731,
most,most,9581,
itt,itt,9468,
amikor,amikor,9305,
más,más,9293,
egyik,egyik,8999,
én,én,8986,
magyar,magyar,8811,
sok,sok,8769,
De,de,8646,
akik,aki,8573,
saját,saját,8562,
alatt,alatt,8517,
volna,van,8449,
ember,ember,8413,
számára,számára,8395,
illetve,illetve,8333,
mindig,mindig,8051,
ahol,ahol,8049,
azonban,azonban,7998,
ne,ne,7795,
való,való,7724,
ő,ő,7581,
által,által,7577,
Egy,egy,7452,
jól,jól,7358,
nincs,nincs,7351,
valamint,valamint,7323,
kis,kis,7266,
annak,az,7243,
mellett,mellett,7230,
ilyen,ilyen,7172,
miatt,miatt,7073,
azért,azért,6953,
le,le,6665,
előtt,előtt,6531,
ott,ott,6503,
És,és,6376,
hiszen,hiszen,6343,
át,át,6296,
egész,egész,6288,
mi,ami|mi,6077,
során,során,6031,
Isten,isten,5906,
vannak,van,5820,
akár,akár,5807,
nélkül,nélkül,5707,
őket,ők,5616,
milyen,milyen|amilyen,5499,
ezért,ezért,5430,
lett,lesz,5422,
teljes,teljes,5378,
vagyok,van,5369,
másik,másik,5363,
mely,amely,5356,
fontos,fontos,5300,
nap,nap,5202,
együtt,együtt,5047,
alapján,alapján,4997,
legyen,van__lesz,4986,
inkább,inkább,4864,
lenne,van__lesz,4858,
év,év,4822,
mind,mind,4733,
néhány,néhány,4677,
emberek,ember,4631,
azok,az,4595,
viszont,viszont,4591,
áll,áll,4526,
ezzel,ez,4480,
tehát,tehát,4458,
ezek,ez,4410,
nagyobb,nagy,4404,
ahogy,ahogy,4377,
maga,maga,4361,
teljesen,teljesen,4355,
egyre,egyre,4320,
hogyan,ahogyan|hogyan,4318,
valami,valami,4299,
amelyek,amely,4269,
esetén,esetén,4255,
ma,ma,4254,
ennek,ez,4248,
például,például,4211,
e,e,4198,
megfelelő,megfelel,4137,
éppen,éppen,4101,
mi,mi,4095,
voltak,van,4094,
vele,ő,4069,
éves,éves,4061,
túl,túl,4049,
három,három,4049,
igen,igen,4021,
benne,ő,4017,
elég,elég,4006,
esetben,eset,4000,
neki,ő,3987,
mondta,mond,3971,
módon,mód,3947,
magát,maga,3937,
kellett,kell,3897,
fog,fog,3877,
Magyar,magyar,3872,
világ,világ,3856,
tovább,tovább,3856,
azzal,az,3847,
újra,újra,3839,
szó,szó,3790,
közül,közül,3762,
felé,felé,3760,
erre,ez,3760,
arról,az,3759,
szükséges,szükséges,3756,
aztán,aztán,3755,
talán,talán,3723,
adott,ad,3708,
belül,belül,3697,
idő,idő,3664,
Ezt,ez,3631,
keresztül,keresztül,3617,
Így,így,3595,
mégis,mégis,3552,
különböző,különböző,3548,
vissza,vissza,3545,
Én,én,3520,
tudja,tud,3488,
ebben,ez,3476,
ellen,ellen,3468,
abban,az,3461,
emberi,emberi,3459,
szinte,szinte,3455,
képes,képes,3435,
részt,rész,3416,
óta,óta,3392,
rá,rá,3386,
mindenki,mindenki,3384,
össze,össze,3350,
miért,miért|amiért,3334,
mivel,mivel,3329,
se,se,3290,
Minden,minden,3280,
mindent,minden,3275,
tudom,tud,3261,
legnagyobb,nagy,3255,
került,kerül,3236,
második,második,3230,
mikor,amikor|mikor,3211,
ugyanis,ugyanis,3210,
tud,tud,3187,
kicsit,kicsit,3183,
élet,élet,3179,
jobban,jobban,3174,
hozzá,hozzá,3159,
szép,szép,3131,
Azt,az,3115,
mit,mit,3097,
található,található,3094,
pár,pár,3091,
egyes,egyes,3089,
közben,közben,3080,
vagyunk,van,3019,
nekem,én,3014,
része,rész,3013,
egyetlen,egyetlen,3007,
Nagyon,nagyon,3007,
hosszú,hosszú,3004,
valaki,valaki,3003,
míg,míg,2973,
sokkal,sok,2962,
jobb,jó,2954,
te,te,2942,
persze,persze,2935,
semmi,semmi,2912,
Csak,csak,2912,
Ennek,ez,2900,
stb,stb,2894,
kerül,kerül,2883,
bár,bár,2872,
lévő,van__lesz,2861,
érdemes,érdemes,2823,
érdekében,érdekében,2811,
kívül,kívül,2800,
utolsó,utolsó,2786,
pl,pl,2778,
melyek,amely,2762,
Amikor,amikor,2742,
Ezek,ez,2741,
szemben,szemben,2736,
legjobb,jó,2733,
mai,mai,2728,
legalább,legalább|alább,2725,
egyéb,egyéb,2720,
közös,közös,2703,
azokat,az,2700,
sikerült,sikerül,2691,
következő,következik,2691,
szabad,szabad,2681,
című,című,2669,
egyszer,egyszer,2642,
amelyet,amely,2642,
segítségével,segítség,2637,
régi,régi,2611,
jelent,jelent,2609,
további,további,2595,
rossz,rossz,2588,
ezer,ezer,2573,
Jézus,Jézus|jézus,2542,
ahhoz,az,2539,
újabb,új,2530,
biztos,biztos,2530,
Most,most,2530,
szakmai,szakmai,2523,
számos,számos,2517,
igazán,igazán,2512,
magas,magas,2511,
azaz,azaz,2501,
elő,elő,2495,
először,először,2489,
kapcsolatban,kapcsolat,2487,
mintha,mintha,2475,
fél,fél,2469,
belső,belső,2465,
általában,általában,2453,
szóló,szól,2450,
dolog,dolog,2449,
teszi,tesz,2442,
rendszer,rendszer,2438,
sőt,sőt,2417,
helyi,helyi,2413,
igazi,igazi,2387,
Ő,ő,2377,
hazai,hazai,2374,
bizonyos,bizonyos,2371,
elmúlt,elmúlik,2370,
egyszerű,egyszerű,2362,
történő,történik,2359,
végén,vég,2358,
éve,év,2349,
szükség,szükség,2346,
soha,soha,2342,
Itt,itt,2340,
Péter,Péter,2339,
történt,történik,2335,
város,város,2328,
program,program,2324,
természetes,természetes,2321,
Ezért,ezért,2317,
tudjuk,tud,2316,
évben,év,2312,
sokat,sok,2307,
csupán,csupán,2302,
Már,már,2301,
fő,fő,2295,
készült,készül,2292,
jelenti,jelent,2283,
gyakran,gyakran,2276,
esetében,eset,2269,
lenni,van__lesz,2259,
alá,alá,2250,
ezen,ez,2247,
Hogy,hogy,2244,
Mi,ami|mi,2243,
Még,még,2242,
többi,többi,2240,
nehéz,nehéz,2240,
vagyis,vagyis,2237,
annyira,annyira,2235,
őt,ő,2224,
kapott,kap,2220,
Magyarországon,Magyarország,2220,
ismét,ismét,2216,
ők,ők,2215,
szintén,szintén,2215,
ezeket,ez,2209,
álló,áll,2206,
kisebb,kicsi,2195,
rá,ő,2186,
követően,követően,2180,
nemcsak,nemcsak,2175,
Mert,mert,2168,
ellenére,ellenére,2160,
mit,ami|mi,2154,
igaz,igaz,2150,
egészen,egészen,2150,
összes,összes,2143,
történik,történik,2138,
természetesen,természetesen,2134,
vált,válik,2127,
óra,óra,2124,
helyen,hely,2120,
lehetőség,lehetőség,2118,
voltam,van,2112,
bele,bele,2108,
munka,munka,2105,
célja,cél,2100,
ad,ad,2100,
László,László,2099,
gazdasági,gazdasági,2095,
nemzetközi,nemzetközi,2093,
Ft,Ft,2093,
hát,hát,2090,
hatalmas,hatalmas,2090,
férfi,férfi,2086,
előre,előre,2085,
kellene,kell,2083,
Szent,szent,2082,
tenni,tesz,2080,
korábban,korábban,2078,
jelen,jelen,2074,
nő,nő,2061,
valóban,valóban,2058,
kb,kb,2050,
esetleg,esetleg,2048,
személyes,személyes,2047,
Mivel,mivel,2046,
hasonló,hasonló,2043,
melyet,amely,2036,
ország,ország,2034,
négy,négy,2027,
hu,hu,2026,
közel,közel,2016,
napon,nap,2012,
jelentős,jelentős,2000,
akkor,akkor,1997,
kapcsolatos,kapcsolatos,1995,
évek,év,1988,
ám,ám,1984,
folyamatosan,folyamatosan,1983,
millió,millió,1972,
jött,jön,1970,
végül,végül,1961,
amíg,amíg,1959,
Ne,ne,1949,
elsősorban,elsősorban,1944,
Úgy,úgy,1940,
szervezet,szervezet,1919,
hol,hol|ahol,1919,
törvény,törvény,1912,
harmadik,harmadik,1904,
róla,ő,1901,
Magyarország,Magyarország,1898,
hét,hét,1897,
külön,külön,1894,
legfontosabb,fontos,1890,
különösen,különösen,1889,
helyett,helyett,1885,
élő,él,1884,
valamit,valami,1871,
társadalmi,társadalmi,1868,
amelynek,amely,1865,
könnyen,könnyen,1859,
gyorsan,gyorsan,1858,
Nemzeti,nemzeti,1851,
válik,válik,1849,
oda,oda,1840,
rövid,rövid,1833,
melynek,amely,1806,
kérdés,kérdés,1805,
azonnal,azonnal,1802,
később,később|későn,1796,
nekünk,mi,1787,
pont,pont,1783,
nekik,ők,1779,
István,István,1773,
megfelelően,megfelelően,1770,
könyv,könyv,1769,
ugyan,ugyan,1766,
körül,körül,1763,
ideje,idő,1759,
Aki,aki,1756,
mások,más,1755,
jön,jön,1754,
azon,az,1753,
sokszor,sokszor,1751,
Bár,bár,1742,
senki,senki,1740,
lehetett,van__lesz,1739,
víz,víz,1738,
ide,ide,1738,
belőle,ő,1737,
akar,akar,1736,
közé,közé,1734,
alkalommal,alkalom,1733,
akinek,aki,1733,
politikai,politikai,1732,
keretében,keret,1731,
Ebben,ez,1731,
család,család,1728,
legtöbb,sok,1723,
sokan,sokan,1722,
végre,végre,1719,
kevés,kevés,1717,
pontosan,pontosan,1714,
fiatal,fiatal,1699,
egyáltalán,egyáltalán,1696,
jár,jár,1695,
közötti,közötti,1694,
Ön,ön,1685,
tudtam,tud,1685,
egyszerűen,egyszerűen,1683,
idén,idén,1680,
út,út,1679,
épp,épp,1677,
egy-egy,egy-egy,1676,
erős,erős,1673,
lehetőséget,lehetőség,1671,
attól,az,1671,
európai,európai,1668,
köszönhetően,köszönhetően,1667,
időben,idő,1658,
Te,te,1654,
minket,mi,1652,
mondja,mond,1644,
E,e,1642,
egyedül,egyedül,1640,
tényleg,tényleg,1638,
addig,addig,1636,
lehetséges,lehetséges,1633,
komoly,komoly,1632,
Ezzel,ez,1630,
sajnos,sajnos,1629,
Persze,persze,1629,
Aztán,aztán,1629,
általános,általános,1628,
eredeti,eredeti,1628,
S,s,1628,
gyermek,gyermek,1624,
évi,évi,1623,
Budapest,Budapest,1616,
eddig,eddig,1608,
tett,tesz,1605,
tűnik,tűnik,1599,
napi,napi,1596,
sor,sor,1594,
látható,látható,1590,
kedves,kedves,1587,
jelenleg,jelenleg,1585,
venni,vesz,1582,
maradt,marad,1582,
Ferenc,Ferenc,1580,
tudják,tud,1574,
szól,szól,1568,
szellemi,szellemi,1566,
egyébként,egyébként,1566,
tartott,tart,1565,
Dr.,Dr.,1563,
fogja,fog,1560,
miközben,miközben,1557,
mintegy,mintegy,1555,
marad,marad,1550,
Európai,európai,1550,
gyerekek,gyerek,1536,
János,János,1535,
különleges,különleges,1524,
tette,tesz,1522,
főleg,főleg,1522,
semmit,semmi,1521,
Miért,miért|amiért,1521,
cég,cég,1520,
száma,szám,1515,
Mak,Mak,1515,
évvel,év,1511,
csapat,csapat,1511,
úton,út,1508,
rajta,ő,1504,
forint,forint,1502,
Jó,jó,1502,
családi,családi,1496,
ehhez,ez,1490,
érdekes,érdekes,1489,
Akkor,az,1489,
Amennyiben,amennyiben,1486,
vett,vesz,1485,
területén,terület,1482,
valamilyen,valamilyen,1481,
tartozik,tartozik,1480,
továbbá,továbbá,1479,
ismert,ismer,1479,
tiszta,tiszta,1478,
külső,külső,1477,
fizikai,fizikai,1474,
annyi,annyi,1471,
ezen,ezen,1467,
este,este,1466,
lelki,lelki,1463,
helyzet,helyzet,1462,
működik,működik,1461,
tesz,tesz,1460,
elején,eleje,1460,
leginkább,inkább,1459,
tudni,tud,1458,
rengeteg,rengeteg,1457,
személy,személy,1454,
öt,öt,1453,
Van,van,1451,
vonatkozó,vonatkozik,1444,
részét,rész,1444,
született,születik,1443,
munkát,munka,1442,
egyaránt,egyaránt,1442,
embert,ember,1441,
Kft,kft,1439,
kizárólag,kizárólag,1431,
hagyományos,hagyományos,1429,
korábbi,korábbi,1428,
lehetővé,lehető,1426,
helyet,hely,1426,
alig,alig,1425,
néha,néha,1423,
állt,áll,1421,
él,él,1419,
rendkívül,rendkívül,1409,
utóbbi,utóbbi,1405,
megy,megy,1398,
adatok,adat,1397,
tőle,ő,1382,
elé,elé,1382,
tart,tart,1381,
m,m,1381,
akit,aki,1380,
rendelkezik,rendelkezik,1378,
hat,hat,1378,
amerikai,amerikai,1377,
Tehát,tehát,1377,
hely,hely,1375,
tudunk,tud,1373,
Természetesen,természetesen,1371,
többet,sok,1370,
perc,perc,1368,
szeretet,szeretet,1367,
fehér,fehér,1363,
lassan,lassan,1355,
képesek,képes,1355,
modern,modern,1352,
Talán,talán,1346,
látni,lát,1343,
mértékben,mérték,1342,
közösségi,közösségi,1341,
képest,képest,1340,
oldalon,oldal,1339,
egészséges,egészséges,1338,
lesznek,lesz,1336,
tudok,tud,1333,
egymást,egymás,1330,
segít,segít,1328,
időt,idő,1326,
Egyesület,egyesület,1326,
neked,te,1325,
egyéni,egyéni,1325,
Ma,ma,1325,
mennyire,mennyire|amennyire,1324,
május,május,1323,
Hogyan,ahogyan|hogyan,1320,
rendelkező,rendelkezik,1317,
szeretnénk,szeret,1316,
mindenkinek,mindenki,1307,
előző,előző,1307,
Krisztus,krisztus|Krisztus,1307,
nemzeti,nemzeti,1304,
szépen,szépen,1303,
létre,létre,1300,
kormány,kormány,1298,
adni,ad,1297,
kiváló,kiváló,1294,
megint,megint,1293,
magam,én|maga,1293,
segítséget,segítség,1290,
ment,megy,1289,
bármilyen,bármilyen,1286,
dolgok,dolog,1283,
szerepet,szerep,1282,
anyagi,anyagi,1281,
azon,azon,1278,
Olyan,olyan,1276,
továbbra,továbbra,1273,
években,év,1268,
Zsuzsi,Zsuzsi,1268,
ahogyan,ahogyan,1267,
egyszerre,egyszerre,1266,
Sajnos,sajnos,1265,
állami,állami,1264,
velük,ők,1260,
szinten,szint,1255,
végig,végig,1253,
természeti,természeti,1253,
kép,kép,1253,
kevesebb,kevés,1242,
amelyben,amely,1241,
alábbi,alábbi,1240,
Igen,igen,1240,
egyben,egyben,1237,
pozitív,pozitív,1236,
magukat,maga,1236,
tagja,tag,1235,
magunkat,mag,1233,
Sok,sok,1233,
szívesen,szívesen,1232,
június,június,1231,
valódi,valódi,1230,
egymás,egymás,1230,
szeretnék,szeret,1229,
német,német,1229,
július,július,1227,
meghatározott,meghatároz,1225,
fekete,fekete,1224,
pénzügyi,pénzügyi,1222,
tudta,tud,1221,
alkalmas,alkalmas,1220,
március,március,1218,
figyelembe,figyelem,1213,
valójában,valójában,1212,
film,film,1207,
Úr,úr,1206,
mutatja,mutat,1205,
jutott,jut,1205,
engem,én,1205,
hiszem,hisz,1204,
felett,felett,1204,
otthon,otthon,1201,
magasabb,magas,1201,
kap,kap,1196,
József,József,1194,
gyors,gyors,1193,
ebből,ez,1192,
figyelmet,figyelem,1191,
Mikor,amikor|mikor,1191,
jogi,jogi,1190,
II,II,1189,
tudományos,tudományos,1187,
Mint,mint,1186,
könnyű,könnyű,1184,
Vagy,vagy,1184,
tökéletes,tökéletes,1183,
biztosan,biztosan,1182,
Ahogy,ahogy,1182,
oka,ok,1179,
hasznos,hasznos,1179,
aminek,ami,1178,
mondani,mond,1176,
azóta,azóta,1173,
tudnak,tud,1172,
elnöke,elnök,1171,
lélek,lélek,1170,
április,április,1167,
mögött,mögött,1167,
országos,országos,1165,
azoknak,az,1165,
finom,finom,1164,
indult,indul,1163,
jelenlegi,jelenlegi,1161,
bennünket,mi,1161,
elérhető,elérhető,1160,
révén,révén,1159,
szerintem,szerint,1156,
lehetne,van__lesz,1156,
ekkor,ez,1156,
utána,után,1155,
anyag,anyag,1155,
kulturális,kulturális,1153,
iránt,iránt,1153,
kevésbé,kevésbé,1151,
dolgokat,dolog,1151,
mellé,mellé,1150,
folyamatos,folyamatos,1150,
amelyeket,amely,1148,
sikeres,sikeres,1146,
tagjai,tag,1144,
formában,forma,1144,
Több,sok,1143,
Hát,hát,1141,
erről,ez,1140,
láttam,lát,1138,
október,október,1137,
tudott,tud,1136,
ki,ki|aki,1136,
használt,használ,1135,
nők,nő,1134,
tudod,tud,1133,
tartja,tart,1132,
megjelent,megjelenik,1130,
végzett,végez,1129,
működő,működik,1126,
ért,ér,1124,
vezető,vezet,1122,
probléma,probléma,1122,
hirtelen,hirtelen,1122,
vár,vár,1114,
oldal,oldal,1112,
neve,név,1112,
jut,jut,1109,
segíteni,segít,1107,
minél,ami|mi,1107,
Új,új,1106,
természet,természet,1105,
sincs,sincs,1105,
múlva,múlva,1105,
gyerek,gyerek,1105,
Na,na,1104,
hisz,hisz,1100,
baj,baj,1099,
területen,terület,1098,
lány,lány,1097,
tartani,tart,1096,
N,n|N,1092,
vette,vesz,1091,
használni,használ,1090,
Ami,ami,1090,
életet,élet,1089,
zöld,zöld,1085,
terület,terület,1084,
megoldás,megoldás,1084,
Gábor,Gábor,1083,
szociális,szociális,1080,
iskola,iskola,1080,
előbb,előbb,1079,
Nagy,nagy,1079,
január,január,1077,
tartozó,tartozik,1076,
angol,angol,1076,
reggel,reggel,1075,
magyarországi,magyarországi,1073,
ház,ház,1073,
milliárd,milliárd,1072,
létezik,létezik,1070,
annyit,annyi,1069,
életét,élet,1065,
ingyenes,ingyenes,1065,
vége,vég,1063,
meleg,meleg,1063,
amivel,ami,1063,
állandó,állandó,1061,
üzleti,üzleti,1060,
napig,nap,1060,
Lehet,van__lesz,1059,
Erre,ez,1059,
Nincs,nincs,1057,
cél,cél,1056,
adja,ad,1056,
részére,részére,1055,
idején,idő,1055,
hozzá,ő,1053,
gyönyörű,gyönyörű,1053,
Két,két,1050,
ilyenkor,ilyenkor,1049,
hónap,hónap,1048,
projekt,projekt,1047,
héten,hét,1047,
eddig,ez,1046,
termék,termék,1045,
amennyiben,amennyiben,1045,
Majd,majd,1043,
rész,rész,1041,
többek,sok,1040,
Zoltán,Zoltán,1039,
elleni,elleni,1038,
augusztus,augusztus,1038,
alapvető,alapvető,1038,
érkezett,érkezik,1037,
világban,világ,1037,
dolgot,dolog,1037,
élni,él,1034,
test,test,1034,
abból,az,1034,
történelmi,történelmi,1033,
század,század,1033,
látszik,látszik,1030,
miután,miután,1029,
Kedves,kedves,1029,
képet,kép,1028,
semmilyen,semmilyen,1022,
veszi,veszik,1021,
közvetlenül,közvetlenül,1021,
folyamat,folyamat,1021,
apró,apró,1021,
választ,válasz,1019,
szerinti,szerinti,1019,
hozott,hoz,1019,
szüksége,szükség,1018,
nyári,nyári,1018,
mindkét,mindkét,1017,
körülmények,körülmény,1017,
nehezen,nehezen,1016,
velem,én,1015,
többször,többször,1015,
velünk,mi,1014,
következő,következő,1014,
Alapítvány,alapítvány,1014,
valószínűleg,valószínűleg,1013,
szempontból,szempont,1012,
pénzt,pénz,1012,
november,november,1012,
király,király,1012,
embernek,ember,1012,
speciális,speciális,1011,
Ekkor,ez,1011,
szeptember,szeptember,1010,
online,online,1002,
mire,ami|mi,1001,
felelős,felelős,1000,
pontos,pontos,999,
tér,tér,998,
azonos,azonos,998,
ráadásul,ráadás,996,
embereket,ember,994,
széles,széles,992,
oly,oly,991,
betegség,betegség,991,
közvetlen,közvetlen,990,
december,december,990,
hamarosan,hamarosan,989,
kissé,kissé,988,
Ezen,ez,986,
Sándor,Sándor,985,
gyakorlati,gyakorlati,984,
egyedi,egyedi,983,
annál,az,982,
tartalmaz,tartalmaz,981,
történet,történet,980,
vajon,vajon,979,
csodálatos,csodálatos,979,
igénybe,igény,978,
helyes,helyes,977,
Fontos,fontos,977,
szerződés,szerződés,975,
ezelőtt,ezelőtt,974,
hatása,hatás,972,
Végül,végül,971,
Milyen,milyen|amilyen,971,
majdnem,majdnem,968,
ideig,idő,967,
idei,idei,966,
Tovább,tovább,966,
súlyos,súlyos,965,
nélküli,nélküli,965,
száz,száz,964,
hasonlóan,hasonlóan,964,
gazdag,gazdag,964,
Pedig,pedig,964,
állnak,áll,963,
ti,ti,963,
szeretne,szeret,963,
Zrt,Zrt,963,
beteg,beteg,961,
amire,ami,961,
Ilyen,ilyen,960,
nevű,nevű,958,
Azért,azért,958,
akiknek,aki,957,
rendszeresen,rendszeresen,953,
gyermekek,gyermek,949,
Nagy,Nagy,949,
elmondta,elmond,948,
külföldi,külföldi,947,
valamennyi,valamennyi,945,
haza,haza,944,
melyik,melyik|amelyik,943,
magának,maga,942,
Meg,meg,942,
kellemes,kellemes,941,
kaptam,kap,941,
kötelező,kötelező,940,
fiatalok,fiatal,940,
éreztem,érez,938,
hivatalos,hivatalos,938,
Először,először,938,
Caesar,Caesar,938,
említett,említ,936,
Azonban,azonban,936,
fenti,fenti,935,
nép,nép,934,
boldog,boldog,933,
vizet,víz,932,
társadalom,társadalom,932,
közösség,közösség,932,
energia,energia,930,
amik,ami,930,
Imre,Imre,930,
termékek,termék,927,
készített,készít,927,
csoport,csoport,927,
Európa,Európa,927,
életben,élet,924,
ugyanakkor,ugyanaz,924,
friss,friss,924,
ezáltal,ezáltal,924,
alacsony,alacsony,924,
isteni,isteni,921,
fognak,fog,921,
szempontjából,szempont,920,
Pál,Pál,920,
rám,én,919,
országban,ország,919,
kapcsolat,kapcsolat,919,
egymással,egymás,919,
Országos,országos,919,
negatív,negatív,916,
kapcsolódó,kapcsolódik,916,
vesz,vesz,914,
idegen,idegen,914,
akarja,akar,913,
számít,számít,912,
kifejezetten,kifejezetten,911,
gondoltam,gondol,911,
világot,világ,910,
női,női,910,
mivel,ami|mi,910,
eljárás,eljárás,910,
szent,szent,908,
tíz,tíz,905,
járó,jár,905,
hatására,hatás,904,
templom,templom,903,
ezért,ez,903,
élete,élet,902,
állam,állam,901,
mégsem,mégsem,899,
kezdett,kezd,898,
nyújt,nyújt,897,
vezetője,vezető,896,
utat,út,896,
Ehhez,ez,896,
életében,élet,894,
jövő,jövő,894,
mindenképpen,mindenképpen,893,
feladat,feladat,893,
tartó,tart,892,
sosem,sosem,892,
pénz,pénz,891,
vezet,vezet,886,
bizony,bizony,884,
nálunk,mi,883,
közt,közt,883,
előtti,előtti,883,
adta,ad,883,
maguk,maga,882,
írt,ír,881,
András,András,881,
föld,föld,879,
kapcsolatot,kapcsolat,878,
lehetnek,van__lesz,876,
gondolom,gondol,875,
függetlenül,függetlenül,874,